Product title,Brand,Model,Total price (LKR),Discount price (if available),RAM,Storage,Processor,Battery capacity,Camera specs,Display size,Operating system,Network type,Warranty,Stock availability,Seller / store name,Posted date,Product URL
Vivo Y21 (Used),Vivo,Vivo Y21 (Used),48000,,,,,,,,Android,,unknown,In stock,Ikman Seller,Recently,https://ikman.lk/en/ad/vivo-y21-y21d-used-for-sale-galle-3
Apple iPhone 17 Pro Max 256GB. {ESIM} (Brand New),Apple,Apple iPhone 17 Pro Max 256GB. {ESIM} (Brand New),405000,,,256GB,,,,,iOS,,unknown,In stock,Ikman Seller,Recently,https://ikman.lk/en/ad/apple-iphone-17-pro-max-256gb-esim-brand-new-for-sale-colombo-86
Apple iPhone 17 256GB (Brand New),Apple,Apple iPhone 17 256GB (Brand New),264500,,,256GB,,,,,iOS,,unknown,In stock,Ikman Seller,Recently,https://ikman.lk/en/ad/apple-iphone-17-256gb-brand-new-for-sale-colombo-927
Apple iPhone X 64GB (Used),Apple,Apple iPhone X 64GB (Used),30000,,,64GB,,,,,iOS,,unknown,In stock,Ikman Seller,Recently,https://ikman.lk/en/ad/apple-iphone-x-64gb-used-for-sale-batticaloa-59
Apple iPhone 16 256GB. (Brand New),Apple,Apple iPhone 16 256GB. (Brand New),245500,,,256GB,,,,,iOS,,unknown,In stock,Ikman Seller,Recently,https://ikman.lk/en/ad/apple-iphone-16-256gb-brand-new-for-sale-colombo-426
Apple iPhone 15 Pro Max 256GB (Used),Apple,Apple iPhone 15 Pro Max 256GB (Used),234500,,,256GB,,,,,iOS,,unknown,In stock,Ikman Seller,Recently,https://ikman.lk/en/ad/apple-iphone-15-pro-max-256gb-used-for-sale-kurunegala-218
Apple iPhone 17 Pro 256GB eSIM (Brand New),Apple,Apple iPhone 17 Pro 256GB eSIM (Brand New),371000,,,256GB,,,,,iOS,,unknown,In stock,Ikman Seller,Recently,https://ikman.lk/en/ad/apple-iphone-17-pro-256gb-esim-brand-new-for-sale-colombo-92
Oppo Reno 12GB 512GB (Used),Oppo,Oppo Reno 12GB 512GB (Used),150000,,,12GB,,,,,Android,,unknown,In stock,Ikman Seller,Recently,https://ikman.lk/en/ad/oppo-reno-12gb-512gb-used-for-sale-colombo
Apple iPhone SE 2 128GB (Used),Apple,Apple iPhone SE 2 128GB (Used),42000,,,128GB,,,,,iOS,,unknown,In stock,Ikman Seller,Recently,https://ikman.lk/en/ad/apple-iphone-se-2-128gb-used-for-sale-gampaha-5835
Honor Magic8 Lite (Brand New),Honor,Honor Magic8 Lite (Brand New),200000,,,,,,,,Android,,unknown,In stock,Ikman Seller,Recently,https://ikman.lk/en/ad/honor-brand-new-for-sale-gampaha-1
Apple iPhone 17 Pro Max 256GB (Brand New),Apple,Apple iPhone 17 Pro Max 256GB (Brand New),440000,,,256GB,,,,,iOS,,unknown,In stock,Ikman Seller,Recently,https://ikman.lk/en/ad/apple-iphone-17-pro-max-256gb-brand-new-for-sale-colombo-906
Apple iPhone 12 Pro 256GB (Used),Apple,Apple iPhone 12 Pro 256GB (Used),99500,,,256GB,,,,,iOS,,unknown,In stock,Ikman Seller,Recently,https://ikman.lk/en/ad/apple-iphone-12-pro-256gb-used-for-sale-gampaha-8881
Infinix Smart 10HD (Brand New),Infinix,Infinix Smart 10HD (Brand New),24999,,,,,,,,Android,,unknown,In stock,Ikman Seller,Recently,https://ikman.lk/en/ad/infinix-smart-10hd-brand-new-for-sale-kandy-3
Apple iPhone 11 128GB (Used),Apple,Apple iPhone 11 128GB (Used),58000,,,128GB,,,,,iOS,,unknown,In stock,Ikman Seller,Recently,https://ikman.lk/en/ad/apple-iphone-11-128gb-used-for-sale-gampaha-13816
Oppo A5 Pro (4G) | 8GB 256GB (Used),Oppo,Oppo A5 Pro (4G) | 8GB 256GB (Used),69900,,,8GB,,,,,Android,,unknown,In stock,Ikman Seller,Recently,https://ikman.lk/en/ad/oppo-a5-pro-4g-8gb-256gb-used-for-sale-colombo
Apple iPhone 17 256GB (Brand New),Apple,Apple iPhone 17 256GB (Brand New),275500,,,256GB,,,,,iOS,,unknown,In stock,Ikman Seller,Recently,https://ikman.lk/en/ad/apple-iphone-17-256gb-brand-new-for-sale-colombo-926
Oppo A5 8GB 256GB (Brand New),Oppo,Oppo A5 8GB 256GB (Brand New),59900,,,8GB,,,,,Android,,unknown,In stock,Ikman Seller,Recently,https://ikman.lk/en/ad/oppo-a5-8gb-256gb-brand-new-for-sale-colombo-7
Google Pixel 7 (Brand New),Google,Google Pixel 7 (Brand New),95490,,,,,,,,Android,,unknown,In stock,Ikman Seller,Recently,https://ikman.lk/en/ad/google-pixel-7-brand-new-for-sale-colombo-10
Apple iPhone 16 Pro 128GB (Used),Apple,Apple iPhone 16 Pro 128GB (Used),229000,,,128GB,,,,,iOS,,unknown,In stock,Ikman Seller,Recently,https://ikman.lk/en/ad/apple-iphone-16-pro-128gb-used-for-sale-colombo-610
Apple iPhone 16 Plus 128GB. (Brand New),Apple,Apple iPhone 16 Plus 128GB. (Brand New),232500,,,128GB,,,,,iOS,,unknown,In stock,Ikman Seller,Recently,https://ikman.lk/en/ad/apple-iphone-16-plus-128gb-brand-new-for-sale-colombo-218
Samsung Galaxy A26 8GB/256GB 5G (Brand New),Samsung,Samsung Galaxy A26 8GB/256GB 5G (Brand New),67990,,,8GB,,,,,Android,,unknown,In stock,Ikman Seller,Recently,https://ikman.lk/en/ad/samsung-galaxy-a26-8gb-256gb-5g-brand-new-for-sale-colombo-9
Apple iPhone 15 256GB. (Brand New),Apple,Apple iPhone 15 256GB. (Brand New),217500,,,256GB,,,,,iOS,,unknown,In stock,Ikman Seller,Recently,https://ikman.lk/en/ad/apple-iphone-15-256gb-brand-new-for-sale-colombo-285
ZTE nubia Music 2 | 4GB 128GB (Brand New),unknown,ZTE nubia Music 2 | 4GB 128GB (Brand New),40900,,,4GB,,,,,Android,,unknown,In stock,Ikman Seller,Recently,https://ikman.lk/en/ad/zte-nubia-music-2-4gb-128gb-brand-new-for-sale-colombo
Google Pixel 7 Pro 256GB (Used),Google,Google Pixel 7 Pro 256GB (Used),92900,,,256GB,,,,,Android,,unknown,In stock,Ikman Seller,Recently,https://ikman.lk/en/ad/google-pixel-7-pro-256gb-used-for-sale-colombo-142
Google Pixel 7 128GB 8GBRam Lemon (Used),Google,Google Pixel 7 128GB 8GBRam Lemon (Used),68990,,8GBRam,128GB,,,,,Android,,unknown,In stock,Ikman Seller,Recently,https://ikman.lk/en/ad/google-pixel-7-128gb-8gbram-lemon-used-for-sale-colombo-15
Samsung Galaxy A26 6GB/128GB (Brand New),Samsung,Samsung Galaxy A26 6GB/128GB (Brand New),62490,,,6GB,,,,,Android,,unknown,In stock,Ikman Seller,Recently,https://ikman.lk/en/ad/samsung-galaxy-a26-6gb-128gb-brand-new-for-sale-colombo-99
Google Pixel 7 128GB (Used),Google,Google Pixel 7 128GB (Used),68900,,,128GB,,,,,Android,,unknown,In stock,Ikman Seller,Recently,https://ikman.lk/en/ad/google-pixel-7-128gb-used-for-sale-colombo-637
Samsung Galaxy A17 8GB/256GB 5G (Brand New),Samsung,Samsung Galaxy A17 8GB/256GB 5G (Brand New),59990,,,8GB,,,,,Android,,unknown,In stock,Ikman Seller,Recently,https://ikman.lk/en/ad/samsung-galaxy-a17-8gb-256gb-5g-brand-new-for-sale-colombo-91
Apple iPhone XS Max 512BG (Used),Apple,Apple iPhone XS Max 512BG (Used),65000,,,,,,,,iOS,,unknown,In stock,Ikman Seller,Recently,https://ikman.lk/en/ad/apple-iphone-xs-max-512bg-used-for-sale-batticaloa
Xiaomi Redmi Note 15 5G | 8GB 256GB (Brand New),Xiaomi,Xiaomi Redmi Note 15 5G | 8GB 256GB (Brand New),95900,,,8GB,,,,,Android,,unknown,In stock,Ikman Seller,Recently,https://ikman.lk/en/ad/xiaomi-redmi-note-15-5g-8gb-256gb-brand-new-for-sale-colombo-2
Apple iPhone XS Max (Used),Apple,Apple iPhone XS Max (Used),39000,,,,,,,,iOS,,unknown,In stock,Ikman Seller,Recently,https://ikman.lk/en/ad/apple-iphone-xs-max-silver-used-for-sale-badulla
Xiaomi Redmi Note 15 5G | 6GB 128GB (Brand New),Xiaomi,Xiaomi Redmi Note 15 5G | 6GB 128GB (Brand New),85900,,,6GB,,,,,Android,,unknown,In stock,Ikman Seller,Recently,https://ikman.lk/en/ad/xiaomi-redmi-note-15-5g-6gb-128gb-brand-new-for-sale-colombo-2
Samsung Galaxy A17 6GB/128GB 5G (Brand New),Samsung,Samsung Galaxy A17 6GB/128GB 5G (Brand New),56490,,,6GB,,,,,Android,,unknown,In stock,Ikman Seller,Recently,https://ikman.lk/en/ad/samsung-galaxy-a17-6gb-128gb-5g-brand-new-for-sale-colombo-5
Samsung Galaxy F07 4GB/64GB (Brand New),Samsung,Samsung Galaxy F07 4GB/64GB (Brand New),27900,,,4GB,,,,,Android,,unknown,In stock,Ikman Seller,Recently,https://ikman.lk/en/ad/samsung-galaxy-f07-4gb-64gb-brand-new-for-sale-colombo-63
Apple iPhone 15 128GB KH/a (Used),Apple,Apple iPhone 15 128GB KH/a (Used),132000,,,128GB,,,,,iOS,,unknown,In stock,Ikman Seller,Recently,https://ikman.lk/en/ads/sri-lanka?sort=date&order=desc&buy_now=0&urgent=0&page=6
Google Pixel 8 Pro 12GBRam 128GB/256GB (Used),Google,Google Pixel 8 Pro 12GBRam 128GB/256GB (Used),124990,,12GBRam,12GB,,,,,Android,,unknown,In stock,Ikman Seller,Recently,https://ikman.lk/en/ad/google-pixel-8-pro-12gbram-128gb-256gb-used-for-sale-colombo-3
Apple iPhone 12 Pro 128GB Full Set (Used),Apple,Apple iPhone 12 Pro 128GB Full Set (Used),90900,,,128GB,,,,,iOS,,unknown,In stock,Ikman Seller,Recently,https://ikman.lk/en/ad/apple-iphone-12-pro-128gb-full-set-used-for-sale-gampaha
Samsung Galaxy A16 6GB/128GB (Brand New),Samsung,Samsung Galaxy A16 6GB/128GB (Brand New),48490,,,6GB,,,,,Android,,unknown,In stock,Ikman Seller,Recently,https://ikman.lk/en/ad/samsung-galaxy-a16-6gb-128gb-brand-new-for-sale-colombo-156
Xiaomi Redmi A5 4G| 4GB 128GB (Brand New),Xiaomi,Xiaomi Redmi A5 4G| 4GB 128GB (Brand New),29900,,,4GB,,,,,Android,,unknown,In stock,Ikman Seller,Recently,https://ikman.lk/en/ad/xiaomi-redmi-a5-4g-4gb-128gb-brand-new-for-sale-colombo-1
Xiaomi Redmi A5 4G | 3GB 64GB (Brand New),Xiaomi,Xiaomi Redmi A5 4G | 3GB 64GB (Brand New),27900,,,3GB,,,,,Android,,unknown,In stock,Ikman Seller,Recently,https://ikman.lk/en/ad/xiaomi-redmi-a5-4g-3gb-64gb-brand-new-for-sale-colombo-2
Samsung Galaxy A07 8GB/256GB (Brand New),Samsung,Samsung Galaxy A07 8GB/256GB (Brand New),41990,,,8GB,,,,,Android,,unknown,In stock,Ikman Seller,Recently,https://ikman.lk/en/ad/samsung-galaxy-a07-8gb-256gb-brand-new-for-sale-colombo-202
Samsung Galaxy A06 4GB/128GB (Brand New),Samsung,Samsung Galaxy A06 4GB/128GB (Brand New),30800,,,4GB,,,,,Android,,unknown,In stock,Ikman Seller,Recently,https://ikman.lk/en/ad/samsung-galaxy-a06-4gb-128gb-brand-new-for-sale-colombo-77
Honor X9D 12GBRam Black (Brand New),Honor,Honor X9D 12GBRam Black (Brand New),127990,,12GBRam,12GB,,,,,Android,,unknown,In stock,Ikman Seller,Recently,https://ikman.lk/en/ad/honor-x9d-12gbram-black-brand-new-for-sale-colombo-1
Xiaomi Redmi Note 15 4G| 6GB 128GB (Brand New),Xiaomi,Xiaomi Redmi Note 15 4G| 6GB 128GB (Brand New),65900,,,6GB,,,,,Android,,unknown,In stock,Ikman Seller,Recently,https://ikman.lk/en/ad/xiaomi-redmi-note-15-4g-6gb-128gb-brand-new-for-sale-colombo-1
Apple iPhone 15 Pro Max (Used),Apple,Apple iPhone 15 Pro Max (Used),240000,,,,,,,,iOS,,unknown,In stock,Ikman Seller,Recently,https://ikman.lk/en/ad/apple-iphone-15-pro-max-used-for-sale-galle-149
Samsung Galaxy A07 6GB/128GB (Brand New),Samsung,Samsung Galaxy A07 6GB/128GB (Brand New),36490,,,6GB,,,,,Android,,unknown,In stock,Ikman Seller,Recently,https://ikman.lk/en/ad/samsung-galaxy-a07-6gb-128gb-brand-new-for-sale-colombo-324
Apple iPhone 16 Pro Max 256GB (Used),Apple,Apple iPhone 16 Pro Max 256GB (Used),274500,,,256GB,,,,,iOS,,unknown,In stock,Ikman Seller,Recently,https://ikman.lk/en/ad/apple-iphone-16-pro-max-256gb-used-for-sale-gampaha-334
Samsung Galaxy A07 4GB/64GB (Brand New),Samsung,Samsung Galaxy A07 4GB/64GB (Brand New),30490,,,4GB,,,,,Android,,unknown,In stock,Ikman Seller,Recently,https://ikman.lk/en/ad/samsung-galaxy-a07-4gb-64gb-brand-new-for-sale-colombo-446
Samsung Galaxy A07 4GB/128GB (Brand New),Samsung,Samsung Galaxy A07 4GB/128GB (Brand New),33990,,,4GB,,,,,Android,,unknown,In stock,Ikman Seller,Recently,https://ikman.lk/en/ad/samsung-galaxy-a07-4gb-128gb-brand-new-for-sale-colombo-205
Samsung Galaxy A16 6GB|128GB|4G (Brand New),Samsung,Samsung Galaxy A16 6GB|128GB|4G (Brand New),47490,,,6GB,,,,,Android,,unknown,In stock,Ikman Seller,Recently,https://ikman.lk/en/ad/samsung-galaxy-a16-6gb128gb4g-brand-new-for-sale-colombo-5
Samsung Galaxy A17 4GB|128GB |4G (Brand New),Samsung,Samsung Galaxy A17 4GB|128GB |4G (Brand New),44990,,,4GB,,,,,Android,,unknown,In stock,Ikman Seller,Recently,https://ikman.lk/en/ad/samsung-galaxy-a17-4gb128gb-4g-brand-new-for-sale-colombo-1
Xiaomi Redmi Note 14 Pro Plus 5G| 12GB 512GB (Brand New),Xiaomi,Xiaomi Redmi Note 14 Pro Plus 5G| 12GB 512GB (Brand New),109900,,,12GB,,,,,Android,,unknown,In stock,Ikman Seller,Recently,https://ikman.lk/en/ad/xiaomi-redmi-note-14-pro-plus-5g-12gb-512gb-brand-new-for-sale-colombo-11
Samsung Galaxy A17 8GB|256GB|4G (Brand New),Samsung,Samsung Galaxy A17 8GB|256GB|4G (Brand New),57490,,,8GB,,,,,Android,,unknown,In stock,Ikman Seller,Recently,https://ikman.lk/en/ad/samsung-galaxy-a17-8gb256gb4g-brand-new-for-sale-colombo-1
Google Pixel 3a (Used),Google,Google Pixel 3a (Used),11000,,,,,,,,Android,,unknown,In stock,Ikman Seller,Recently,https://ikman.lk/en/ad/used-for-sale-ratnapura-482
Honor X9d 5G (Brand New),Honor,Honor X9d 5G (Brand New),105900,,,,,,,,Android,,unknown,In stock,Ikman Seller,Recently,https://ikman.lk/en/ad/honor-x9d-5g-brand-new-for-sale-kegalle
Apple iPhone 14 Pro 256GB (Used),Apple,Apple iPhone 14 Pro 256GB (Used),159990,,,256GB,,,,,iOS,,unknown,In stock,Ikman Seller,Recently,https://ikman.lk/en/ad/apple-iphone-14-pro-256gb-used-for-sale-kegalle-72
Apple iPhone 12 128GB (Used),Apple,Apple iPhone 12 128GB (Used),84999,,,128GB,,,,,iOS,,unknown,In stock,Ikman Seller,Recently,https://ikman.lk/en/ad/apple-iphone-12-128gb-used-for-sale-colombo-9754
Apple iPhone 12 128GB (Used),Apple,Apple iPhone 12 128GB (Used),85000,,,128GB,,,,,iOS,,unknown,In stock,Ikman Seller,Recently,https://ikman.lk/en/ad/apple-iphone-12-128gb-used-for-sale-colombo-9753
Tecno Spark 6 Go (Used),unknown,Tecno Spark 6 Go (Used),15000,,,,,,,,Android,,unknown,In stock,Ikman Seller,Recently,https://ikman.lk/en/ad/tecno-spark-6-go-0763432428-used-for-sale-kandy
Apple iPhone 11 128GB (Used),Apple,Apple iPhone 11 128GB (Used),70000,,,128GB,,,,,iOS,,unknown,In stock,Ikman Seller,Recently,https://ikman.lk/en/ad/apple-iphone-11-128gb-used-for-sale-colombo-19114
Apple iPhone 11 128GB (Used),Apple,Apple iPhone 11 128GB (Used),69999,,,128GB,,,,,iOS,,unknown,In stock,Ikman Seller,Recently,https://ikman.lk/en/ad/apple-iphone-11-128gb-used-for-sale-colombo-19115
Apple iPhone 8 Plus Gold-Silver | 256GB (Used),Apple,Apple iPhone 8 Plus Gold-Silver | 256GB (Used),42999,,,256GB,,,,,iOS,,unknown,In stock,Ikman Seller,Recently,https://ikman.lk/en/ad/apple-iphone-8-plus-gold-silver-256gb-used-for-sale-colombo
Samsung Galaxy A53 5G 128GB (Used),Samsung,Samsung Galaxy A53 5G 128GB (Used),50000,,,128GB,,,,,Android,,unknown,In stock,Ikman Seller,Recently,https://ikman.lk/en/ads/sri-lanka?sort=date&order=desc&buy_now=0&urgent=0&page=7
Apple iPhone 12 128GB 5G Dual Sim (Used),Apple,Apple iPhone 12 128GB 5G Dual Sim (Used),82999,,,128GB,,,,,iOS,,unknown,In stock,Ikman Seller,Recently,https://ikman.lk/en/ad/apple-iphone-12-128gb-5g-dual-sim-used-for-sale-colombo
Apple iPhone 14 Pro 5G Fullset (Used),Apple,Apple iPhone 14 Pro 5G Fullset (Used),162000,,,,,,,,iOS,,unknown,In stock,Ikman Seller,Recently,https://ikman.lk/en/ad/apple-iphone-14-pro-5g-fullset-used-for-sale-colombo-51
Apple iPhone 11 Full Set Box (Used),Apple,Apple iPhone 11 Full Set Box (Used),67000,,,,,,,,iOS,,unknown,In stock,Ikman Seller,Recently,https://ikman.lk/en/ad/apple-iphone-11-full-set-box-used-for-sale-colombo-923
Apple iPhone 13 mini 5G (Used),Apple,Apple iPhone 13 mini 5G (Used),85000,,,,,,,,iOS,,unknown,In stock,Ikman Seller,Recently,https://ikman.lk/en/ad/apple-iphone-13-mini-5g-used-for-sale-colombo-60
Apple iPhone 13 mini (Used),Apple,Apple iPhone 13 mini (Used),75000,,,,,,,,iOS,,unknown,In stock,Ikman Seller,Recently,https://ikman.lk/en/ad/apple-iphone-13-mini-used-for-sale-kandy-161
Apple iPhone 12 Pro Max 256GB (Used),Apple,Apple iPhone 12 Pro Max 256GB (Used),129999,,,256GB,,,,,iOS,,unknown,In stock,Ikman Seller,Recently,https://ikman.lk/en/ad/apple-iphone-12-pro-max-256gb-used-for-sale-colombo-7872
iqoo Neo10R 12/256GB (Used),unknown,iqoo Neo10R 12/256GB (Used),65500,,,256GB,,,,,Android,,unknown,In stock,Ikman Seller,Recently,https://ikman.lk/en/ad/iqoo-neo10r-12-256gb-used-for-sale-galle
HMD Crest Max 5G (Used),unknown,HMD Crest Max 5G (Used),35000,,,,,,,,Android,,unknown,In stock,Ikman Seller,Recently,https://ikman.lk/en/ad/hmd-crest-max-5g-refurbished-for-sale-badulla
Apple iPhone 12 Pro Max (Used),Apple,Apple iPhone 12 Pro Max (Used),125000,,,,,,,,iOS,,unknown,In stock,Ikman Seller,Recently,https://ikman.lk/en/ad/i-phone-12-pro-max-for-sale-kandy
Apple iPhone 8 Plus 256GB (Used),Apple,Apple iPhone 8 Plus 256GB (Used),43000,,,256GB,,,,,iOS,,unknown,In stock,Ikman Seller,Recently,https://ikman.lk/en/ad/apple-iphone-8-plus-256gb-used-for-sale-colombo-4877
Google Pixel 6a (Used),Google,Google Pixel 6a (Used),45000,,,,,,,,Android,,unknown,In stock,Ikman Seller,Recently,https://ikman.lk/en/ad/google-pixel-6a-used-for-sale-puttalam-11
Infinix Note 50 256GB 8GBRam Red (Brand New),Infinix,Infinix Note 50 256GB 8GBRam Red (Brand New),73490,,8GBRam,256GB,,,,,Android,,unknown,In stock,Ikman Seller,Recently,https://ikman.lk/en/ad/infinix-note-50-256gb-8gbram-red-brand-new-for-sale-colombo-2
Apple iPhone 8 Plus 256GB (Used),Apple,Apple iPhone 8 Plus 256GB (Used),42999,,,256GB,,,,,iOS,,unknown,In stock,Ikman Seller,Recently,https://ikman.lk/en/ad/apple-iphone-8-plus-256gb-used-for-sale-colombo-4879
Samsung Galaxy A17 6GB|128GB|5G (Brand New),Samsung,Samsung Galaxy A17 6GB|128GB|5G (Brand New),55990,,,6GB,,,,,Android,,unknown,In stock,Ikman Seller,Recently,https://ikman.lk/en/ad/samsung-galaxy-a17-6gb128gb5g-brand-new-for-sale-colombo-5
Vivo Y93 6GB/ 128GB (Used),Vivo,Vivo Y93 6GB/ 128GB (Used),9300,,,6GB,,,,,Android,,unknown,In stock,Ikman Seller,Recently,https://ikman.lk/en/ad/vivo-y93-6gb-128gb-used-for-sale-colombo-8718
Samsung Galaxy A06 6GB/128GB (Brand New),Samsung,Samsung Galaxy A06 6GB/128GB (Brand New),33990,,,6GB,,,,,Android,,unknown,In stock,Ikman Seller,Recently,https://ikman.lk/en/ad/samsung-galaxy-a06-6gb-128gb-brand-new-for-sale-colombo-66
Apple iPhone 13 128GB (Used),Apple,Apple iPhone 13 128GB (Used),86990,,,128GB,,,,,iOS,,unknown,In stock,Ikman Seller,Recently,https://ikman.lk/en/ad/apple-iphone-13-128gb-used-for-sale-colombo-11614
Vivo Y17 8GB 256GB (Used),Vivo,Vivo Y17 8GB 256GB (Used),11990,,,8GB,,,,,Android,,unknown,In stock,Ikman Seller,Recently,https://ikman.lk/en/ad/vivo-y17-8gb-256gb-used-for-sale-colombo-4396
Realme C12 (Used),Realme,Realme C12 (Used),16500,,,,,,,,Android,,unknown,In stock,Ikman Seller,Recently,https://ikman.lk/en/ad/realme-c12-used-for-sale-ratnapura
Samsung Galaxy M33 5G 128GB 6GB White (Used),Samsung,Samsung Galaxy M33 5G 128GB 6GB White (Used),38990,,,128GB,,,,,Android,,unknown,In stock,Ikman Seller,Recently,https://ikman.lk/en/ad/samsung-galaxy-m33-5g-128gb-6gb-white-used-for-sale-colombo-29
Samsung Galaxy M01 Core (Used),Samsung,Samsung Galaxy M01 Core (Used),9500,,,,,,,,Android,,unknown,In stock,Ikman Seller,Recently,https://ikman.lk/en/ad/samsung-galaxy-m01-core-used-for-sale-badulla-5
Samsung Galaxy A26 8GB|256GB|5G (Brand New),Samsung,Samsung Galaxy A26 8GB|256GB|5G (Brand New),65490,,,8GB,,,,,Android,,unknown,In stock,Ikman Seller,Recently,https://ikman.lk/en/ad/samsung-galaxy-a26-8gb256gb5g-brand-new-for-sale-colombo-7
Google Pixel 5 (Used),Google,Google Pixel 5 (Used),35000,,,,,,,,Android,,unknown,In stock,Ikman Seller,Recently,https://ikman.lk/en/ad/google-pixel-5-used-for-sale-gampaha-386
Apple iPhone 7 Plus (Used),Apple,Apple iPhone 7 Plus (Used),22000,,,,,,,,iOS,,unknown,In stock,Ikman Seller,Recently,https://ikman.lk/en/ad/apple-iphone-7-plus-used-for-sale-colombo-11973
Apple iPhone 13 128GB (Used),Apple,Apple iPhone 13 128GB (Used),87000,,,128GB,,,,,iOS,,unknown,In stock,Ikman Seller,Recently,https://ikman.lk/en/ad/apple-iphone-13-128gb-used-for-sale-colombo-11615
Oppo A31 8GB 256GB (Used),Oppo,Oppo A31 8GB 256GB (Used),14990,,,8GB,,,,,Android,,unknown,In stock,Ikman Seller,Recently,https://ikman.lk/en/ads/sri-lanka?sort=date&order=desc&buy_now=0&urgent=0&page=8
Samsung Galaxy S24 FE 5G Fullset (Used),Samsung,Samsung Galaxy S24 FE 5G Fullset (Used),99900,,,,,,,,Android,,unknown,In stock,Ikman Seller,Recently,https://ikman.lk/en/ad/samsung-galaxy-s24-fe-5g-fullset-used-for-sale-kandy-43
Samsung Galaxy A06 4GB/64GB (Brand New),Samsung,Samsung Galaxy A06 4GB/64GB (Brand New),29490,,,4GB,,,,,Android,,unknown,In stock,Ikman Seller,Recently,https://ikman.lk/en/ad/samsung-galaxy-a06-4gb-64gb-brand-new-for-sale-colombo-112
Apple iPhone 7 128GB (Used),Apple,Apple iPhone 7 128GB (Used),14500,,,128GB,,,,,iOS,,unknown,In stock,Ikman Seller,Recently,https://ikman.lk/en/ad/apple-iphone-7-128gb-used-for-sale-kurunegala-4298
Apple iPhone 12 Pro Max (Used),Apple,Apple iPhone 12 Pro Max (Used),105000,,,,,,,,iOS,,unknown,In stock,Ikman Seller,Recently,https://ikman.lk/en/ad/apple-iphone-12-pro-max-used-for-sale-matale-107
Apple iPhone 15 (Used),Apple,Apple iPhone 15 (Used),140000,,,,,,,,iOS,,unknown,In stock,Ikman Seller,Recently,https://ikman.lk/en/ad/apple-iphone-15-used-for-sale-gampaha-364
Infinix Hot 60i 6GB 128GB (Brand New),Infinix,Infinix Hot 60i 6GB 128GB (Brand New),39900,,,6GB,,,,,Android,,unknown,In stock,Ikman Seller,Recently,https://ikman.lk/en/ad/infinix-hot-60i-6gb-128gb-brand-new-for-sale-colombo-20
Samsung Galaxy A17 6GB|128GB|5G (Brand New),Samsung,Samsung Galaxy A17 6GB|128GB|5G (Brand New),57490,,,6GB,,,,,Android,,unknown,In stock,Ikman Seller,Recently,https://ikman.lk/en/ad/samsung-galaxy-a17-6gb128gb5g-brand-new-for-sale-colombo-4
Apple iPhone 16 Pro Max 98% 🔋 - 256GB (Used),Apple,Apple iPhone 16 Pro Max 98% 🔋 - 256GB (Used),289999,,,256GB,,,,,iOS,,unknown,In stock,Ikman Seller,Recently,https://ikman.lk/en/ad/apple-iphone-16-pro-max-98-percent-256gb-used-for-sale-colombo-3
Google Pixel 9 Pro XL (Brand New),Google,Google Pixel 9 Pro XL (Brand New),224000,,,,,,,,Android,,unknown,In stock,Ikman Seller,Recently,https://ikman.lk/en/ad/google-pixel-9-pro-xl-brand-new-for-sale-kurunegala
Samsung Galaxy A90 128gb (Used),Samsung,Samsung Galaxy A90 128gb (Used),36500,,,128gb,,,,,Android,,unknown,In stock,Ikman Seller,Recently,https://ikman.lk/en/ad/samsung-galaxy-a90-128gb-used-for-sale-kandy
Samsung Galaxy A17 8GB|256GB|5G (Brand New),Samsung,Samsung Galaxy A17 8GB|256GB|5G (Brand New),59490,,,8GB,,,,,Android,,unknown,In stock,Ikman Seller,Recently,https://ikman.lk/en/ad/samsung-galaxy-a17-8gb256gb5g-brand-new-for-sale-colombo-6
Samsung Galaxy S22 Ultra (Used),Samsung,Samsung Galaxy S22 Ultra (Used),58000,,,,,,,,Android,,unknown,In stock,Ikman Seller,Recently,https://ikman.lk/en/ad/samsung-galaxy-s22-ultra-used-for-sale-colombo-515
